TestTime,DataYear,LocalTime,UUID,Direction,MeanThroughputMbps,MinRTT,LossRate,Subdivision1Name,City,Latitude,Longitude,AccuracyRadiusKm,ASName,ASNumber
2024-12-18 03:53:39.375627 UTC,2024,11:53:39,ndt-lnkxs_1732705542_0000000000154AE5,Download,24.277002240043224,24.877,0.062561598859620662,Taipei City,Taipei,25.0566,121.5054,5,Mobile Business Group,17421
2024-12-18 03:47:52.817229 UTC,2024,11:47:52,ndt-virtual-jwh7t_1732499076_0000000000227D05,Download,15.890950179725854,18.0,0.15762861705436107,Taipei City,Taipei,25.0566,121.5054,50,"Far EastTone Telecommunication Co., Ltd.",9674
2024-12-18 03:46:04.402363 UTC,2024,11:46:04,ndt-l4tcf_1732753005_000000000016D105,Download,10.605558897186526,52.01,0.098728211361054669,Taipei City,Taipei,25.0566,121.5054,50,"Far EastTone Telecommunication Co., Ltd.",9674
2024-12-18 03:42:34.978226 UTC,2024,11:42:34,ndt-virtual-jwh7t_1732499076_0000000000228999,Download,12.549170351071108,20.489,0.0,Taipei City,Taipei,25.0566,121.5054,5,"Taiwan Mobile Co., Ltd.",24158
2024-12-18 03:37:56.697180 UTC,2024,11:37:56,ndt-l4tcf_1732753005_000000000015F9B6,Download,23.11801413543694,26.623,0.0,Taipei City,Taipei,25.0566,121.5054,20,Taiwan Star Telecom Corporation Limited.(Former Vibo Telecom Inc.),24157
2024-12-18 03:32:55.542153 UTC,2024,11:32:55,ndt-kthf4_1732671885_0000000000185D70,Download,18.755439586624036,178.708,0.0,Taipei City,Taipei,25.0566,121.5054,10,"Taiwan Mobile Co., Ltd.",24158
2024-12-18 03:32:05.803442 UTC,2024,11:32:05,ndt-j8fzd_1732822567_0000000000142C08,Download,4.1070203432657655,30.895,0.0070394261756178524,Taipei City,Taipei,25.0566,121.5054,5,"Taiwan Mobile Co., Ltd.",24158
2024-12-18 03:28:40.692317 UTC,2024,11:28:40,ndt-lnkxs_1732705542_0000000000157AE8,Download,16.809000160785722,23.004,0.0,Taipei City,Taipei,25.0566,121.5054,10,Taiwan Star Telecom Corporation Limited.(Former Vibo Telecom Inc.),24157
2024-12-18 03:21:51.155183 UTC,2024,11:21:51,ndt-lnkxs_1732705542_0000000000164830,Download,14.010911373781742,94.877,0.0022043437969416196,Taipei City,Taipei,25.0566,121.5054,10,"Taiwan Mobile Co., Ltd.",24158
2024-12-18 02:56:33.825654 UTC,2024,10:56:33,ndt-virtual-ltptc_1732502072_0000000000223DCA,Download,8.35085711528054,39.887,0.0,Taipei City,Taipei,25.0566,121.5054,5,"Taiwan Mobile Co., Ltd.",24158
2024-12-18 02:56:19.209947 UTC,2024,10:56:19,ndt-virtual-jwh7t_1732499076_0000000000229681,Download,71.703858117812274,21.28,0.0028366933356033515,Taipei City,Taipei,25.0566,121.5054,5,"Taiwan Mobile Co., Ltd.",24158
2024-12-18 02:41:15.057484 UTC,2024,10:41:15,ndt-virtual-jwh7t_1732499076_00000000002278CA,Download,11.230654597450306,22.872,0.0,Taipei City,Taipei,25.0566,121.5054,5,"Taiwan Mobile Co., Ltd.",24158
2024-12-18 02:38:25.266946 UTC,2024,10:38:25,ndt-virtual-jwh7t_1732499076_0000000000228563,Download,236.43016990053886,23.179,0.0016071592963292516,Taipei City,Taipei,25.0566,121.5054,100,"Far EastTone Telecommunication Co., Ltd.",9674
2024-12-18 02:37:02.354868 UTC,2024,10:37:02,ndt-l4tcf_1732753005_00000000001644C6,Download,333.85917443145161,18.088,0.0,Taipei City,Taipei,25.0566,121.5054,5,"Taiwan Mobile Co., Ltd.",24158
2024-12-18 02:33:01.996063 UTC,2024,10:33:01,ndt-virtual-jwh7t_1732499076_00000000002294C9,Download,34.676843260500846,7.0,0.00027173406800487683,Taipei City,Taipei,25.0566,121.5054,50,"Far EastTone Telecommunication Co., Ltd.",9674
2024-12-18 02:32:26.169665 UTC,2024,10:32:26,ndt-lnkxs_1732705542_000000000016F123,Download,212.90311775720463,41.257,0.0051370663549392733,Taipei City,Taipei,25.0566,121.5054,20,"Far EastTone Telecommunication Co., Ltd.",9674
2024-12-18 02:20:18.599227 UTC,2024,10:20:18,ndt-j8fzd_1732822567_000000000014E769,Download,42.927777518930533,53.451,9.2521958091181292e-05,Taipei City,Taipei,25.0566,121.5054,20,"Far EastTone Telecommunication Co., Ltd.",9674
2024-12-18 02:20:04.714197 UTC,2024,10:20:04,ndt-l4tcf_1732753005_000000000016543F,Download,409.87998949741183,19.462,0.0,Taipei City,Taipei,25.0566,121.5054,5,"Taiwan Mobile Co., Ltd.",24158
2024-12-18 02:18:27.859435 UTC,2024,10:18:27,ndt-virtual-jwh7t_1732499076_0000000000227743,Download,9.6507234735947822,39.008,0.0016640962425248363,Taipei City,Taipei,25.0566,121.5054,100,"Far EastTone Telecommunication Co., Ltd.",9674
2024-12-18 02:18:06.315824 UTC,2024,10:18:06,ndt-j8fzd_1732822567_000000000015C406,Download,8.7668323771512355,31.037,0.002452974241515892,Taipei City,Taipei,25.0566,121.5054,100,"Far EastTone Telecommunication Co., Ltd.",9674
