TestTime,DataYear,LocalTime,UUID,Direction,MeanThroughputMbps,MinRTT,LossRate,Subdivision1Name,City,Latitude,Longitude,AccuracyRadiusKm,ASName,ASNumber
2022-12-18 01:05:33.276122 UTC,2022,09:05:33,ndt-ntnpc_1667003045_000000000020D30A,Download,61.881041028982217,25.211,0.0,Taipei City,Taipei,25.0504,121.5324,10,"Taiwan Mobile Co., Ltd.",24158
2022-12-17 18:40:34.649833 UTC,2022,02:40:34,ndt-sjxvq_1666894742_0000000000204B78,Download,60.264220744722948,32.646,2.0892896865696773e-05,Taipei City,Taipei,25.0504,121.5324,100,"Far EastTone Telecommunication Co., Ltd.",9674
2022-12-17 18:38:21.278822 UTC,2022,02:38:21,ndt-ntnpc_1667003045_0000000000209FFE,Download,46.511434379396114,29.465,0.0,Taipei City,Taipei,25.0504,121.5324,100,"Far EastTone Telecommunication Co., Ltd.",9674
2022-12-17 12:23:09.331757 UTC,2022,20:23:09,ndt-6krwp_1667102917_00000000001FB667,Download,4.9407106551932243,32.485,0.099400473211849638,Taipei City,Taipei,25.0504,121.5324,100,"Far EastTone Telecommunication Co., Ltd.",9674
2022-12-17 12:22:32.810331 UTC,2022,20:22:32,ndt-6krwp_1667102917_00000000001FB656,Download,5.5978369345023546,32.116,0.065450394151632979,Taipei City,Taipei,25.0504,121.5324,100,"Far EastTone Telecommunication Co., Ltd.",9674
2022-12-17 07:29:15.730886 UTC,2022,15:29:15,ndt-sjxvq_1666894742_00000000001FF952,Download,2.8982171574019913,25.959,0.063705491244736318,Taipei City,Taipei,25.0504,121.5324,20,Taiwan Star Telecom Corporation Limited.(Former Vibo Telecom Inc.),24157
2022-12-17 06:43:34.496210 UTC,2022,14:43:34,ndt-sjxvq_1666894742_00000000001FF430,Download,9.75203955322913,26.14,0.00043183825694376291,Taipei City,Taipei,25.0504,121.5324,50,"Far EastTone Telecommunication Co., Ltd.",9674
2022-12-17 06:29:07.830359 UTC,2022,14:29:07,ndt-sjxvq_1666894742_00000000001FF257,Download,61.4800794598616,23.501,5.1867916532575614e-05,Taipei City,Taipei,25.0504,121.5324,50,"Far EastTone Telecommunication Co., Ltd.",9674
2022-12-17 04:27:12.072548 UTC,2022,12:27:12,ndt-sjxvq_1666894742_00000000001FE108,Download,22.680490321134634,25.284,0.0,Taipei City,Taipei,25.0504,121.5324,20,"Taiwan Mobile Co., Ltd.",24158
2022-12-11 03:58:24.864587 UTC,2022,11:58:24,ndt-ntnpc_1667003045_00000000001BE01D,Download,0.83713400363621271,47.27,0.020983870166695871,Taipei City,Taipei,25.0504,121.5324,20,"Far EastTone Telecommunication Co., Ltd.",9674
2022-12-11 02:23:37.901483 UTC,2022,10:23:37,ndt-ntnpc_1667003045_00000000001BD4ED,Download,1.9268216343444076,30.911,0.2589137304956366,Taipei City,Taipei,25.0504,121.5324,10,"Taiwan Mobile Co., Ltd.",24158
2022-12-11 02:19:54.957900 UTC,2022,10:19:54,ndt-ntnpc_1667003045_00000000001BD47C,Download,2.5474007166373935,47.785,0.00029867146849588,Taipei City,Taipei,25.0504,121.5324,10,Mobile Business Group,17421
2022-12-11 02:12:03.353942 UTC,2022,10:12:03,ndt-ntnpc_1667003045_00000000001BD383,Download,22.461969564909303,38.413,0.0,Taipei City,Taipei,25.0504,121.5324,20,"Taiwan Mobile Co., Ltd.",24158
2022-12-11 02:09:23.706133 UTC,2022,10:09:23,ndt-sjxvq_1666894742_00000000001BB490,Download,96.3523873577344,20.905,0.0,Taipei City,Taipei,25.0504,121.5324,10,Mobile Business Group,17421
2022-12-11 01:18:37.631073 UTC,2022,09:18:37,ndt-6krwp_1667102917_00000000001B917D,Download,43.512107562701907,343.628,0.0,Taipei City,Taipei,25.0504,121.5324,10,Mobile Business Group,17421
