TestTime,DataYear,LocalTime,UUID,Direction,MeanThroughputMbps,MinRTT,LossRate,Subdivision1Name,City,Latitude,Longitude,AccuracyRadiusKm,ASName,ASNumber
2025-12-18 03:58:08.025293 UTC,2025,11:58:08,ndt-lvdqj_1765750705_000000000003047F,Download,72.745851849777807,156.72,0.015990437644451738,Taipei City,Taipei,25.053,121.5259,5,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 03:57:28.771660 UTC,2025,11:57:28,ndt-v97g4_1765631114_0000000000037A9C,Download,182.6482066396286,12.857,1.4525861997995807e-05,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-12-18 03:52:11.162601 UTC,2025,11:52:11,ndt-lvdqj_1765750705_000000000004B42C,Download,33.636211945929716,39.454,0.00020111030600332831,Taipei City,Taipei,25.053,121.5259,50,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 03:49:36.100857 UTC,2025,11:49:36,ndt-8wq6c_1763541608_000000000024DF82,Download,28.232184227064252,170.269,0.13818838731907077,Taipei City,Taipei,25.053,121.5259,20,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 03:48:30.262015 UTC,2025,11:48:30,ndt-v97g4_1765631114_000000000004E89B,Download,4.5643732763362124,165.862,0.14585138601714182,Taipei City,Taipei,25.053,121.5259,50,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 03:43:33.301333 UTC,2025,11:43:33,ndt-lvdqj_1765750705_0000000000032370,Download,29.4188120913798,21.605,0.061060647732796354,Taipei City,Taipei,25.053,121.5259,20,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 03:31:32.251631 UTC,2025,11:31:32,ndt-d8597_1765736381_000000000003C65F,Download,18.423722715581018,31.967,0.012243289485537285,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-12-18 03:28:17.570875 UTC,2025,11:28:17,ndt-lvdqj_1765750705_0000000000041242,Download,71.853684808174549,160.995,3.0793940235603833e-05,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 03:26:07.990197 UTC,2025,11:26:07,ndt-lvdqj_1765750705_0000000000038321,Download,2.13493199488352,165.291,0.087170390686720223,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 03:25:33.325589 UTC,2025,11:25:33,ndt-virtual-hrhtg_1763486473_0000000000220CB0,Download,3.41446017000395,29.536,0.0010397652787315064,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 03:18:31.056959 UTC,2025,11:18:31,ndt-v97g4_1765631114_0000000000042921,Download,1.873743357302907,25.813,0.0,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 03:17:19.367800 UTC,2025,11:17:19,ndt-d8597_1765736381_00000000000376AA,Download,0.10646129475794605,448.454,0.3248149032720325,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 03:15:07.232240 UTC,2025,11:15:07,ndt-v97g4_1765631114_00000000000468D4,Download,48.3225397391695,154.862,0.0,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-12-18 03:13:46.917891 UTC,2025,11:13:46,ndt-d8597_1765736381_000000000003961F,Download,20.974415853131532,24.7,0.00099129245949985175,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 03:11:43.470354 UTC,2025,11:11:43,ndt-lvdqj_1765750705_000000000003A2BB,Download,83.842220345669091,21.86,0.0,Taipei City,Taipei,25.053,121.5259,10,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 03:11:19.196280 UTC,2025,11:11:19,ndt-v97g4_1765631114_0000000000037A71,Download,68.894949641608562,19.748,3.254567154715751e-05,Taipei City,Taipei,25.053,121.5259,10,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 02:49:51.750672 UTC,2025,10:49:51,ndt-v97g4_1765631114_00000000000534E3,Download,10.313689447189313,153.85,0.23438528059417899,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 02:45:14.948489 UTC,2025,10:45:14,ndt-d8597_1765736381_0000000000036638,Download,109.1992501260826,151.767,0.0,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-12-18 02:44:50.022412 UTC,2025,10:44:50,ndt-d8597_1765736381_000000000003C5FC,Download,112.76236649447739,151.363,0.0,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-12-18 02:43:57.008565 UTC,2025,10:43:57,ndt-lvdqj_1765750705_000000000003535D,Download,16.96374684190145,161.326,0.00064510900309245744,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 02:41:36.387616 UTC,2025,10:41:36,ndt-d8597_1765736381_00000000000316EA,Download,38.11649417763924,21.081,0.0,Taipei City,Taipei,25.053,121.5259,10,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 02:40:02.760451 UTC,2025,10:40:02,ndt-v97g4_1765631114_000000000004D81A,Download,104.31958333408332,160.761,0.00010697768385583291,Taipei City,Taipei,25.053,121.5259,50,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 02:37:53.053405 UTC,2025,10:37:53,ndt-v97g4_1765631114_0000000000045858,Download,3.5229395022930725,162.522,0.0,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-12-18 02:21:22.618834 UTC,2025,10:21:22,ndt-v97g4_1765631114_000000000004887E,Download,4.5260537350066476,165.0,0.068836995283561492,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 02:18:21.396131 UTC,2025,10:18:21,ndt-lvdqj_1765750705_0000000000035340,Download,14.058073597742119,167.632,0.00015554208540763625,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-12-18 02:14:48.484180 UTC,2025,10:14:48,ndt-v97g4_1765631114_0000000000043890,Download,46.615313299296666,158.828,0.0,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-12-18 02:13:37.876803 UTC,2025,10:13:37,ndt-lvdqj_1765750705_000000000003D259,Download,69.523200291379283,151.031,0.0017681930412586327,Taipei City,Taipei,25.053,121.5259,5,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 02:13:22.894763 UTC,2025,10:13:22,ndt-d8597_1765736381_000000000003E54A,Download,409.233801585408,16.568,0.0,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 02:11:56.092809 UTC,2025,10:11:56,ndt-v97g4_1765631114_00000000000428E8,Download,37.771908387182677,157.858,0.0,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-12-18 02:09:22.908921 UTC,2025,10:09:22,ndt-v97g4_1765631114_000000000004F674,Download,11.557973120845086,17.232,0.12634008424210952,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 01:53:20.155813 UTC,2025,09:53:20,ndt-lvdqj_1765750705_00000000000332EF,Download,25.123625620701873,156.579,0.0,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-12-18 01:52:38.867054 UTC,2025,09:52:38,ndt-lvdqj_1765750705_00000000000322F0,Download,119.95184415584934,154.862,0.0,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 01:50:12.281472 UTC,2025,09:50:12,ndt-lvdqj_1765750705_000000000003D23F,Download,385.03912838177155,17.038,7.0785940373093828e-05,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 01:39:15.658760 UTC,2025,09:39:15,ndt-v97g4_1765631114_000000000004B81A,Download,66.191596298692971,21.207,0.0,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 01:39:06.599277 UTC,2025,09:39:06,ndt-v97g4_1765631114_00000000000428BD,Download,63.48814902008781,160.048,0.00012143940390601168,Taipei City,Taipei,25.053,121.5259,50,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 01:36:25.875142 UTC,2025,09:36:25,ndt-v97g4_1765631114_000000000004A814,Download,70.363266023627688,22.072,0.010521445752856056,Taipei City,Taipei,25.053,121.5259,10,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 01:35:33.211912 UTC,2025,09:35:33,ndt-lvdqj_1765750705_00000000000362E2,Download,15.510738174369369,20.833,0.040239459408420088,Taipei City,Taipei,25.053,121.5259,10,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 01:32:29.279927 UTC,2025,09:32:29,ndt-d8597_1765736381_0000000000035637,Download,0.061531854973610231,18.957,0.67649439132726041,Taipei City,Taipei,25.053,121.5259,10,"Taiwan Mobile Co., Ltd.",24158
2025-12-18 01:32:06.933712 UTC,2025,09:32:06,ndt-lvdqj_1765750705_000000000004E112,Download,2.644508868168157,159.292,0.0010922326249409497,Taipei City,Taipei,25.053,121.5259,50,"Far EastTone Telecommunication Co., Ltd.",9674
2025-12-18 01:17:17.532161 UTC,2025,09:17:17,ndt-v97g4_1765631114_000000000004F64B,Download,1.01206509696062,32.206,0.0003671393129651733,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
