TestTime,DataYear,LocalTime,UUID,Direction,MeanThroughputMbps,MinRTT,LossRate,Subdivision1Name,City,Latitude,Longitude,AccuracyRadiusKm,ASName,ASNumber
2025-01-29 03:59:20.789461 UTC,2025,11:59:20,ndt-7h8vt_1732822567_000000000043CE89,Download,234.29966064588805,19.499,0.00014704728435175935,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-01-29 03:58:51.224771 UTC,2025,11:58:51,ndt-7h8vt_1732822567_0000000000443AFF,Download,64.217242283406449,20.981,0.11364878378498051,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-01-29 03:58:31.840396 UTC,2025,11:58:31,ndt-virtual-mx926_1737854326_000000000004FC05,Download,40.404067591302521,22.565,0.0,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-01-29 03:57:09.352171 UTC,2025,11:57:09,ndt-zz5jt_1732753005_000000000045C4A4,Download,10.761374305944083,43.503,0.00074387868437062214,Taipei City,Taipei,25.053,121.5259,20,"Far EastTone Telecommunication Co., Ltd.",9674
2025-01-29 03:56:34.336959 UTC,2025,11:56:34,ndt-qz6rr_1738067332_000000000001A6D1,Download,255.99604567829556,15.08,0.0,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-01-29 03:54:28.522068 UTC,2025,11:54:28,ndt-zz5jt_1732753005_00000000004641CE,Download,11.483894913517673,17.89,0.19185883334937753,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-01-29 03:52:57.365126 UTC,2025,11:52:57,ndt-zz5jt_1732753005_000000000044CDD9,Download,11.301185753044628,40.745,0.00098812895913277148,Taipei City,Taipei,25.053,121.5259,20,"Far EastTone Telecommunication Co., Ltd.",9674
2025-01-29 03:52:20.755465 UTC,2025,11:52:20,ndt-zz5jt_1732753005_0000000000458704,Download,10.592629137283613,46.874,0.19958542989411665,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",9674
2025-01-29 03:52:03.474119 UTC,2025,11:52:03,ndt-virtual-mx926_1737854326_00000000000502CD,Download,7.3764637840809248,18.316,0.00064141051162308171,Taipei City,Taipei,25.053,121.5259,20,"Far EastTone Telecommunication Co., Ltd.",9674
2025-01-29 03:52:00.995961 UTC,2025,11:52:00,ndt-qz6rr_1738067332_00000000000014B2,Download,18.290631084291988,28.661,0.00010850996911545202,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-01-29 03:51:52.379854 UTC,2025,11:51:52,ndt-qz6rr_1738067332_000000000001A6CA,Download,94.241884117554477,28.882,0.0,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-01-29 03:51:37.861158 UTC,2025,11:51:37,ndt-7h8vt_1732822567_000000000044D269,Download,166.77855621248762,17.47,0.0,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-01-29 03:51:28.043706 UTC,2025,11:51:28,ndt-zz5jt_1732753005_000000000044FC5B,Download,5.9411903257740368,26.394,0.00026572805859415342,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2025-01-29 03:49:37.199663 UTC,2025,11:49:37,ndt-s58fq_1738075081_00000000000025AC,Download,14.994281929146638,143.514,0.0002903932944075455,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2025-01-29 03:49:23.005280 UTC,2025,11:49:23,ndt-7h8vt_1732822567_0000000000440C55,Download,24.377848470761869,21.686,4.4774517894816572e-05,Taipei City,Taipei,25.053,121.5259,10,Taiwan Star Telecom Corporation Limited.(Former Vibo Telecom Inc.),24157
2025-01-29 03:48:03.328103 UTC,2025,11:48:03,ndt-7h8vt_1732822567_0000000000437FAD,Download,0.575468726869775,20.0,0.22918262162118494,Taipei City,Taipei,25.053,121.5259,10,"Taiwan Mobile Co., Ltd.",24158
2025-01-29 03:38:17.948752 UTC,2025,11:38:17,ndt-virtual-mx926_1737854326_000000000004EF39,Download,12.878880805738962,18.174,0.00025810324241268512,Taipei City,Taipei,25.053,121.5259,20,"Far EastTone Telecommunication Co., Ltd.",9674
