TestTime,DataYear,LocalTime,UUID,Direction,MeanThroughputMbps,MinRTT,LossRate,Subdivision1Name,City,Latitude,Longitude,AccuracyRadiusKm,ASName,ASNumber
2026-01-29 03:48:06.956732 UTC,2026,11:48:06,ndt-ffzkn_1768243520_0000000000115E98,Download,24.072644688647756,26.657,0.0,Taipei City,Taipei,25.053,121.5259,20,"Far EastTone Telecommunication Co., Ltd.",9674
2026-01-29 03:43:23.872380 UTC,2026,11:43:23,ndt-dws54_1768456405_0000000000103605,Download,11.907515544414736,163.265,0.057971507286980216,Taipei City,Taipei,25.053,121.5259,5,Mobile Business Group,17421
2026-01-29 03:41:03.957558 UTC,2026,11:41:03,ndt-ffzkn_1768243520_000000000010FA90,Download,30.738548515544178,22.505,0.024548689762614824,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",18412
2026-01-29 03:40:14.668265 UTC,2026,11:40:14,ndt-dws54_1768456405_000000000010B212,Download,61.445919209341646,22.424,0.00024851091184723343,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2026-01-29 03:34:38.948976 UTC,2026,11:34:38,ndt-dws54_1768456405_00000000000F5B32,Download,77.849787095078639,26.825,2.9357257387451613e-05,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",9674
2026-01-29 03:32:51.343559 UTC,2026,11:32:51,ndt-vh7vp_1768330240_000000000011D00F,Download,65.0161139775845,24.911,0.0,Taipei City,Taipei,25.053,121.5259,5,"Taiwan Mobile Co., Ltd.",24158
2026-01-29 03:31:24.290313 UTC,2026,11:31:24,ndt-dws54_1768456405_000000000010B204,Download,4.5213644951167993,24.12,0.00056396785542088285,Taipei City,Taipei,25.053,121.5259,100,"Far EastTone Telecommunication Co., Ltd.",9674
2026-01-29 03:28:51.956621 UTC,2026,11:28:51,ndt-dws54_1768456405_0000000000100726,Download,83.015553420488089,29.545,1.370329570403215e-05,Taipei City,Taipei,25.053,121.5259,20,"Far EastTone Telecommunication Co., Ltd.",9674
2026-01-29 03:28:22.643216 UTC,2026,11:28:22,ndt-ffzkn_1768243520_000000000012A24D,Download,13.58747449372763,26.976,0.00016505537330370351,Taipei City,Taipei,25.053,121.5259,20,"Far EastTone Telecommunication Co., Ltd.",9674
2026-01-29 03:23:22.719677 UTC,2026,11:23:22,ndt-dws54_1768456405_00000000001015F0,Download,3.16354957554978,33.0,0.31881831821104523,Taipei City,Taipei,25.053,121.5259,20,"Far EastTone Telecommunication Co., Ltd.",9674
